OrderNumber,SalesChannel,Salesteamindex,Orderqty,unitprice,unitcost,SalesPrice,CostPrice,Profit,SalesTeam,Region,ProductCategory,ProductName,state
SO2309,Distributor,2,3,289.43,206.74,868.29,620.22,248.07,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2310,In-Store,18,8,594.84,424.89,4758.72,3399.12,1359.6,Shawn Wallace,South,Sports,Basketball,California
SO2311,Wholesale,1,3,549.7,392.64,1649.1,1177.92,471.18,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2312,Online,25,1,295.04,210.74,295.04,210.74,84.3,Patrick Graham,South,Electronics,TV and video,California
SO2313,In-Store,21,2,569.73,406.95,1139.46,813.9,325.56,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2314,In-Store,16,2,180.21,128.72,360.42,257.44,102.98,Anthony Berry,West,Drinkware,Stemware,California
SO2315,Wholesale,9,10,640.06,457.18,6400.6,4571.8,1828.8,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2316,In-Store,24,10,603.86,431.33,6038.6,4313.3,1725.3,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2317,Distributor,17,10,533.85,381.32,5338.5,3813.2,1525.3,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2318,Distributor,5,9,246.38,175.99,2217.42,1583.91,633.51,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2319,In-Store,15,6,190.17,135.84,1141.02,815.04,325.98,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2320,Wholesale,17,3,327.84,234.17,983.52,702.51,281.01,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2321,Wholesale,10,1,352.2,251.57,352.2,251.57,100.63,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2322,In-Store,10,3,438.69,313.35,1316.07,940.05,376.02,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2323,In-Store,20,10,295.39,211,2953.9,2110,843.9,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2324,Wholesale,26,1,595.97,425.69,595.97,425.69,170.28,Donald Reynolds,South,Lighting,Candles,California
SO2325,Wholesale,1,2,426.62,304.73,853.24,609.46,243.78,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2326,Online,17,1,209.19,149.42,209.19,149.42,59.77,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2327,Distributor,19,9,626.85,447.75,5641.65,4029.75,1611.9,Nicholas Cunningham,South,Collections,Vanities,California
SO2328,In-Store,3,9,296.95,212.1,2672.55,1908.9,763.65,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2329,Wholesale,18,10,364.88,260.63,3648.8,2606.3,1042.5,Shawn Wallace,South,Sports,Basketball,California
SO2330,Online,21,4,390.15,278.68,1560.6,1114.72,445.88,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2331,In-Store,24,5,222.09,158.64,1110.45,793.2,317.25,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2332,Wholesale,18,4,220.21,157.29,880.84,629.16,251.68,Shawn Wallace,South,Sports,Basketball,California
SO2333,Wholesale,23,2,585.44,418.17,1170.88,836.34,334.54,Douglas Tucker,Midwest,Accessories,Accessories,California
SO2334,Distributor,19,10,383.71,274.08,3837.1,2740.8,1096.3,Nicholas Cunningham,South,Collections,Vanities,California
SO2335,Distributor,26,10,404.95,289.25,4049.5,2892.5,1157,Donald Reynolds,South,Lighting,Candles,California
SO2336,Wholesale,12,5,308.29,220.21,1541.45,1101.05,440.4,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2337,In-Store,25,6,540.49,386.06,3242.94,2316.36,926.58,Patrick Graham,South,Electronics,TV and video,California
SO2338,In-Store,17,3,486.88,347.77,1460.64,1043.31,417.33,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2339,Wholesale,26,9,315.7,225.5,2841.3,2029.5,811.8,Donald Reynolds,South,Lighting,Candles,California
SO2340,Wholesale,26,3,541.42,386.73,1624.26,1160.19,464.07,Donald Reynolds,South,Lighting,Candles,California
SO2341,In-Store,19,1,571.19,407.99,571.19,407.99,163.2,Nicholas Cunningham,South,Collections,Vanities,California
SO2342,Distributor,11,6,333.75,238.39,2002.5,1430.34,572.16,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2343,Distributor,21,5,582.46,416.04,2912.3,2080.2,832.1,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2344,Distributor,19,4,444.32,317.37,1777.28,1269.48,507.8,Nicholas Cunningham,South,Collections,Vanities,California
SO2345,In-Store,14,1,381.2,272.29,381.2,272.29,108.91,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2346,Wholesale,8,2,468.87,334.91,937.74,669.82,267.92,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2347,Wholesale,12,9,604.83,432.02,5443.47,3888.18,1555.29,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2348,In-Store,3,5,221.26,158.05,1106.3,790.25,316.05,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2349,Online,11,6,641.46,458.19,3848.76,2749.14,1099.62,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2350,Wholesale,15,7,539.04,385.03,3773.28,2695.21,1078.07,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2351,Online,5,6,471.75,336.96,2830.5,2021.76,808.74,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2352,Wholesale,10,6,513.47,366.77,3080.82,2200.62,880.2,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2353,In-Store,12,3,211.16,150.83,633.48,452.49,180.99,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2354,Wholesale,4,6,616.2,440.14,3697.2,2640.84,1056.36,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2355,In-Store,12,8,499.69,356.92,3997.52,2855.36,1142.16,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2356,Online,26,3,277.63,198.31,832.89,594.93,237.96,Donald Reynolds,South,Lighting,Candles,California
SO2357,Online,19,10,498.06,355.76,4980.6,3557.6,1423,Nicholas Cunningham,South,Collections,Vanities,California
SO2358,Distributor,10,3,641.68,458.34,1925.04,1375.02,550.02,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2359,Wholesale,5,5,394.99,282.14,1974.95,1410.7,564.25,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2360,Wholesale,24,1,300.73,214.81,300.73,214.81,85.92,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2361,Wholesale,24,9,424.96,303.54,3824.64,2731.86,1092.78,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2362,In-Store,6,3,496.62,354.73,1489.86,1064.19,425.67,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2363,Wholesale,12,3,545.55,389.68,1636.65,1169.04,467.61,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2364,Distributor,19,3,327.18,233.7,981.54,701.1,280.44,Nicholas Cunningham,South,Collections,Vanities,California
SO2365,In-Store,22,3,539.48,385.35,1618.44,1156.05,462.39,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2366,Online,20,4,197.68,141.2,790.72,564.8,225.92,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2367,Distributor,8,9,431.68,308.35,3885.12,2775.15,1109.97,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2368,Distributor,5,1,319.08,227.91,319.08,227.91,91.17,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2369,Distributor,18,5,235.12,167.94,1175.6,839.7,335.9,Shawn Wallace,South,Sports,Basketball,California
SO2370,Online,17,5,218.01,155.72,1090.05,778.6,311.45,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2371,Online,19,8,168.27,120.2,1346.16,961.6,384.56,Nicholas Cunningham,South,Collections,Vanities,California
SO2372,Online,2,7,338.85,242.04,2371.95,1694.28,677.67,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2373,Online,21,1,608.44,434.6,608.44,434.6,173.84,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2374,Distributor,2,2,430.42,307.45,860.84,614.9,245.94,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2375,Distributor,2,6,168.16,120.12,1008.96,720.72,288.24,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2376,Online,2,9,557.02,397.87,5013.18,3580.83,1432.35,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2377,Online,18,7,427.64,305.46,2993.48,2138.22,855.26,Shawn Wallace,South,Sports,Basketball,California
SO2378,Online,1,6,177.89,127.06,1067.34,762.36,304.98,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2379,Wholesale,19,9,429.79,306.99,3868.11,2762.91,1105.2,Nicholas Cunningham,South,Collections,Vanities,California
SO2380,Wholesale,3,9,383.34,273.81,3450.06,2464.29,985.77,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2381,Distributor,3,8,242.32,173.09,1938.56,1384.72,553.84,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2382,In-Store,12,9,473.19,337.99,4258.71,3041.91,1216.8,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2383,Online,16,9,451.09,322.21,4059.81,2899.89,1159.92,Anthony Berry,West,Drinkware,Stemware,California
SO2384,Wholesale,23,3,228.08,162.91,684.24,488.73,195.51,Douglas Tucker,Midwest,Accessories,Accessories,California
SO2385,Distributor,15,7,606.47,433.2,4245.29,3032.4,1212.89,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2386,Online,4,5,311.92,222.8,1559.6,1114,445.6,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2387,Online,19,2,270.62,193.3,541.24,386.6,154.64,Nicholas Cunningham,South,Collections,Vanities,California
SO2388,Online,14,2,382.61,273.29,765.22,546.58,218.64,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2389,Wholesale,2,1,426.76,304.83,426.76,304.83,121.93,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2390,Distributor,10,7,625.65,446.89,4379.55,3128.23,1251.32,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2391,Online,26,9,631.96,451.4,5687.64,4062.6,1625.04,Donald Reynolds,South,Lighting,Candles,California
SO2392,Distributor,22,9,526.27,375.91,4736.43,3383.19,1353.24,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2393,Wholesale,26,10,446.01,318.58,4460.1,3185.8,1274.3,Donald Reynolds,South,Lighting,Candles,California
SO2394,In-Store,8,2,344.4,246,688.8,492,196.8,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2395,Distributor,6,3,267.34,190.96,802.02,572.88,229.14,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2396,Wholesale,8,8,360.4,257.43,2883.2,2059.44,823.76,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2397,In-Store,11,7,339.05,242.18,2373.35,1695.26,678.09,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2398,Wholesale,4,10,600.36,428.83,6003.6,4288.3,1715.3,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2399,In-Store,20,5,320.57,228.98,1602.85,1144.9,457.95,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2400,Wholesale,18,10,367.66,262.62,3676.6,2626.2,1050.4,Shawn Wallace,South,Sports,Basketball,California
SO2401,Online,10,6,442.61,316.15,2655.66,1896.9,758.76,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2402,Online,25,3,539.79,385.56,1619.37,1156.68,462.69,Patrick Graham,South,Electronics,TV and video,California
SO2403,Distributor,15,8,378.13,270.09,3025.04,2160.72,864.32,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2404,Distributor,25,9,191.68,136.92,1725.12,1232.28,492.84,Patrick Graham,South,Electronics,TV and video,California
SO2405,Distributor,20,7,604.71,431.94,4232.97,3023.58,1209.39,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2406,Distributor,11,4,274.27,195.91,1097.08,783.64,313.44,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2407,Distributor,15,5,637.59,455.42,3187.95,2277.1,910.85,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2408,Wholesale,3,6,648.81,463.44,3892.86,2780.64,1112.22,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2409,Online,5,7,161.08,115.06,1127.56,805.42,322.14,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2410,Online,1,6,450.16,321.54,2700.96,1929.24,771.72,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2411,Distributor,8,3,193.23,138.02,579.69,414.06,165.63,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2412,Wholesale,11,7,354.24,253.03,2479.68,1771.21,708.47,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2413,In-Store,4,10,541.97,387.12,5419.7,3871.2,1548.5,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2414,In-Store,15,1,440.24,314.46,440.24,314.46,125.78,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2415,In-Store,15,1,456.98,326.41,456.98,326.41,130.57,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2416,Online,4,3,489.3,349.5,1467.9,1048.5,419.4,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2417,In-Store,15,2,489.16,349.4,978.32,698.8,279.52,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2418,Wholesale,17,2,167.74,119.81,335.48,239.62,95.86,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2419,In-Store,18,3,187.47,133.91,562.41,401.73,160.68,Shawn Wallace,South,Sports,Basketball,California
SO2420,Online,4,2,175.08,125.06,350.16,250.12,100.04,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2421,Distributor,12,10,416.24,297.32,4162.4,2973.2,1189.2,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2422,In-Store,13,1,552.49,394.63,552.49,394.63,157.86,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2423,Online,22,8,163.53,116.81,1308.24,934.48,373.76,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2424,Distributor,25,5,488.23,348.73,2441.15,1743.65,697.5,Patrick Graham,South,Electronics,TV and video,California
SO2425,Wholesale,22,10,381.08,272.2,3810.8,2722,1088.8,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2426,Online,9,5,575.39,411,2876.95,2055,821.95,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2427,Online,11,7,467.75,334.11,3274.25,2338.77,935.48,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2428,In-Store,25,6,586.01,418.58,3516.06,2511.48,1004.58,Patrick Graham,South,Electronics,TV and video,California
SO2429,Online,26,8,187.66,134.04,1501.28,1072.32,428.96,Donald Reynolds,South,Lighting,Candles,California
SO2430,Wholesale,19,7,480.14,342.96,3360.98,2400.72,960.26,Nicholas Cunningham,South,Collections,Vanities,California
SO2431,Online,2,4,400.4,286,1601.6,1144,457.6,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2432,In-Store,26,4,469.7,335.5,1878.8,1342,536.8,Donald Reynolds,South,Lighting,Candles,California
SO2433,Wholesale,24,8,615,439.29,4920,3514.32,1405.68,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2434,Online,24,2,591.13,422.24,1182.26,844.48,337.78,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2435,Distributor,19,10,522.55,373.25,5225.5,3732.5,1493,Nicholas Cunningham,South,Collections,Vanities,California
SO2436,Online,5,6,366.08,261.49,2196.48,1568.94,627.54,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2437,In-Store,25,3,262.54,187.53,787.62,562.59,225.03,Patrick Graham,South,Electronics,TV and video,California
SO2438,Distributor,6,8,256.71,183.36,2053.68,1466.88,586.8,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2439,Wholesale,24,6,315.52,225.37,1893.12,1352.22,540.9,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2440,Distributor,21,6,234.34,167.39,1406.04,1004.34,401.7,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2441,Wholesale,23,2,536.54,383.24,1073.08,766.48,306.6,Douglas Tucker,Midwest,Accessories,Accessories,California
SO2442,Distributor,17,6,424.6,303.28,2547.6,1819.68,727.92,Frank Brown,Northeast,Furniture,Furniture Cushions,California
SO2443,Distributor,9,10,474.43,338.88,4744.3,3388.8,1355.5,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2444,Distributor,14,5,400.11,285.8,2000.55,1429,571.55,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2445,Distributor,24,7,240.93,172.09,1686.51,1204.63,481.88,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2446,Online,20,3,330.6,236.14,991.8,708.42,283.38,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2447,In-Store,16,10,317.18,226.56,3171.8,2265.6,906.2,Anthony Berry,West,Drinkware,Stemware,California
SO2448,Wholesale,6,7,310.81,222.01,2175.67,1554.07,621.6,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2449,Distributor,10,8,313.27,223.76,2506.16,1790.08,716.08,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2450,Online,24,10,324.58,231.84,3245.8,2318.4,927.4,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2451,Online,15,3,328.53,234.66,985.59,703.98,281.61,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2452,Wholesale,10,9,422.2,301.57,3799.8,2714.13,1085.67,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2453,In-Store,8,1,169.05,120.75,169.05,120.75,48.3,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2454,Wholesale,11,1,312.61,223.3,312.61,223.3,89.31,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2455,Wholesale,9,9,320.51,228.93,2884.59,2060.37,824.22,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2456,Distributor,6,10,202.25,144.46,2022.5,1444.6,577.9,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2457,Distributor,9,9,183.2,130.86,1648.8,1177.74,471.06,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2458,Online,16,3,328.5,234.64,985.5,703.92,281.58,Anthony Berry,West,Drinkware,Stemware,California
SO2459,Online,3,7,223.06,159.33,1561.42,1115.31,446.11,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2460,In-Store,5,10,268.19,191.56,2681.9,1915.6,766.3,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2461,Online,1,2,288.85,206.32,577.7,412.64,165.06,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2462,Online,5,10,228.43,163.17,2284.3,1631.7,652.6,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2463,Wholesale,22,2,498.93,356.38,997.86,712.76,285.1,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2464,Wholesale,3,1,640.84,457.74,640.84,457.74,183.1,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2465,Distributor,6,9,204.32,145.95,1838.88,1313.55,525.33,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2466,Wholesale,22,3,512.94,366.39,1538.82,1099.17,439.65,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2467,In-Store,10,7,178.81,127.72,1251.67,894.04,357.63,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2468,Distributor,7,2,627.2,448,1254.4,896,358.4,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO2469,Distributor,22,3,286.46,204.61,859.38,613.83,245.55,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2470,In-Store,7,4,268.13,191.52,1072.52,766.08,306.44,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO2471,Distributor,21,8,532.73,380.52,4261.84,3044.16,1217.68,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2472,Online,5,9,331.27,236.62,2981.43,2129.58,851.85,Stephen Payne,South,Furniture,Bathroom Furniture,Arkansas
SO2473,Online,18,1,505.07,360.76,505.07,360.76,144.31,Shawn Wallace,South,Sports,Basketball,California
SO2474,Wholesale,4,8,242.1,172.93,1936.8,1383.44,553.36,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2475,Wholesale,26,4,349.67,249.76,1398.68,999.04,399.64,Donald Reynolds,South,Lighting,Candles,California
SO2476,Distributor,1,7,286.13,204.38,2002.91,1430.66,572.25,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2477,Distributor,22,2,544.73,389.09,1089.46,778.18,311.28,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2478,In-Store,19,1,535.68,382.63,535.68,382.63,153.05,Nicholas Cunningham,South,Collections,Vanities,California
SO2479,Online,13,2,360.49,257.5,720.98,515,205.98,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2480,Wholesale,4,6,209.25,149.46,1255.5,896.76,358.74,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2481,In-Store,25,3,532.81,380.58,1598.43,1141.74,456.69,Patrick Graham,South,Electronics,TV and video,California
SO2482,Distributor,7,2,422.34,301.67,844.68,603.34,241.34,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO2483,Online,13,3,271.07,193.62,813.21,580.86,232.35,Todd Roberts,West,Kitchenery,Bakeware,Arizona
SO2484,Online,18,9,388.11,277.22,3492.99,2494.98,998.01,Shawn Wallace,South,Sports,Basketball,California
SO2485,Distributor,2,8,389.71,278.36,3117.68,2226.88,890.8,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2486,Wholesale,1,6,297.43,212.45,1784.58,1274.7,509.88,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2487,Online,6,8,429.65,306.9,3437.2,2455.2,982,Joshua Bennett,Northeast,Electronics,Computers,Arizona
SO2488,Wholesale,20,2,185,132.14,370,264.28,105.72,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2489,In-Store,12,7,306.39,218.85,2144.73,1531.95,612.78,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2490,Online,11,9,245.64,175.45,2210.76,1579.05,631.71,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2491,Wholesale,14,2,613.55,438.25,1227.1,876.5,350.6,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2492,Wholesale,15,6,174.07,124.34,1044.42,746.04,298.38,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2493,In-Store,24,1,345.15,246.53,345.15,246.53,98.62,Roy Rice,Midwest,Decoratives,Wall Frames,California
SO2494,Wholesale,10,10,236.64,169.03,2366.4,1690.3,676.1,Jonathan Hawkins,West,Beddings,Blankets,Arizona
SO2495,Wholesale,19,6,443.96,317.12,2663.76,1902.72,761.04,Nicholas Cunningham,South,Collections,Vanities,California
SO2496,Distributor,3,3,395.75,282.68,1187.25,848.04,339.21,Jerry Green,West,Lighting,Table Lamps,Alabama
SO2497,In-Store,7,10,165.6,118.29,1656,1182.9,473.1,Shawn Cook,Midwest,Kitchenery,Dinnerware,Arizona
SO2498,In-Store,25,10,446.13,318.66,4461.3,3186.6,1274.7,Patrick Graham,South,Electronics,TV and video,California
SO2499,Wholesale,16,10,427.2,305.14,4272,3051.4,1220.6,Anthony Berry,West,Drinkware,Stemware,California
SO2500,Online,19,4,239.2,170.86,956.8,683.44,273.36,Nicholas Cunningham,South,Collections,Vanities,California
SO2501,Distributor,20,10,378.99,270.71,3789.9,2707.1,1082.8,Joshua Kenedy,West,Drinkware,Bar Tools,California
SO2502,Online,9,8,198.95,142.1,1591.6,1136.8,454.8,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2503,In-Store,22,6,616.01,440,3696.06,2640,1056.06,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2504,Distributor,9,6,454.25,324.47,2725.5,1946.82,778.68,Joshua Ryan,Midwest,Sports,Baseball,Arizona
SO2505,Online,14,1,520.68,371.91,520.68,371.91,148.77,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2506,In-Store,21,5,544.59,388.99,2722.95,1944.95,778,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2507,Wholesale,12,5,398.22,284.45,1991.1,1422.25,568.85,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2508,Online,12,9,278.43,198.88,2505.87,1789.92,715.95,Carl Nguyen,Midwest,Furniture,Dining Furniture,Arizona
SO2509,In-Store,8,1,153.91,109.93,153.91,109.93,43.98,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2510,Wholesale,8,3,444.88,317.77,1334.64,953.31,381.33,George Lewis,West,Drinkware,Cocktail Glasses,Arizona
SO2511,Wholesale,22,2,414.69,296.21,829.38,592.42,236.96,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2512,Wholesale,25,9,200.28,143.06,1802.52,1287.54,514.98,Patrick Graham,South,Electronics,TV and video,California
SO2513,Online,4,6,599.83,428.45,3598.98,2570.7,1028.28,Chris Armstrong,Northeast,Kitchenery,Serveware,Alabama
SO2514,Distributor,25,2,601.93,429.95,1203.86,859.9,343.96,Patrick Graham,South,Electronics,TV and video,California
SO2515,In-Store,16,4,594.37,424.55,2377.48,1698.2,679.28,Anthony Berry,West,Drinkware,Stemware,California
SO2516,Distributor,18,6,338.98,242.13,2033.88,1452.78,581.1,Shawn Wallace,South,Sports,Basketball,California
SO2517,Distributor,2,5,279.75,199.82,1398.75,999.1,399.65,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2518,Distributor,1,3,397.35,283.82,1192.05,851.46,340.59,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2519,Online,2,1,318.76,227.68,318.76,227.68,91.08,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2520,Online,14,2,452.12,322.95,904.24,645.9,258.34,Paul Holmes,Midwest,Accessories,Mirrors,Arizona
SO2521,Online,1,1,202.69,144.78,202.69,144.78,57.91,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2522,Distributor,26,7,467.7,334.07,3273.9,2338.49,935.41,Donald Reynolds,South,Lighting,Candles,California
SO2523,Wholesale,21,7,214.49,153.21,1501.43,1072.47,428.96,Samuel Fowler,Midwest,Decoratives,Floral,California
SO2524,Online,16,10,569.83,407.02,5698.3,4070.2,1628.1,Anthony Berry,West,Drinkware,Stemware,California
SO2525,Distributor,2,9,560.09,400.06,5040.81,3600.54,1440.27,Keith Griffin,Northeast,Decoratives,Photo Frames,Alabama
SO2526,Online,1,2,395.18,282.27,790.36,564.54,225.82,Adam Hernandez,Northeast,Kitchenery,Cookware,Alabama
SO2527,Distributor,11,2,564.27,403.05,1128.54,806.1,322.44,Joshua Little,South,Decoratives,Ornaments,Arizona
SO2528,In-Store,26,10,251.07,179.34,2510.7,1793.4,717.3,Donald Reynolds,South,Lighting,Candles,California
SO2529,Online,22,9,451.87,322.76,4066.83,2904.84,1161.99,Joe Price,Northeast,Drinkware,Wine Storage,California
SO2530,In-Store,15,5,531.6,379.71,2658,1898.55,759.45,Roger Alexander,Midwest,Furniture,Outdoor Furniture,Arizona
SO2531,Wholesale,17,10,343.99,245.71,3439.9,2457.1,982.8,Frank Brown,Northeast,Furniture,Furniture Cushions,California
